,index,rname,fcategory,Rating,lat,long,address,city,phone
461,461,Bar Reyna,Mediterranean,3.5,43.6700299,-79.39335,158 Cumberland Street,Toronto,+1 647-748-4464
462,462,Wood House BBQ,Chinese,3.5,43.75793,-79.4105,4664 Yonge Street,Toronto,+1 416-590-1315
463,463,Mr.Tonkatsu,Japanese,4.0,43.66541,-79.41074,520 Bloor Street W,Toronto,+1 416-537-9000
464,464,The SOS,Canadian (New),4.0,43.6486292012999,-79.3907604320194,118 John Street,Toronto,
465,465,Stamps Lane,Seafood,4.0,43.6501499,-79.45026,371 Roncesvalles Avenue,Toronto,+1 416-537-7750
466,466,Naan & Kabob,Afghan,4.0,43.66905,-79.38606,691 Yonge Street,Toronto,+1 416-972-6623
467,467,Beach Hill Smokehouse,Barbeque,4.5,43.68409,-79.3005,172 Main Street S,Toronto,+1 416-792-8275
468,468,Yummy Yummy Dumplings,Chinese,4.0,43.6537999,-79.39598,79 Huron Street,Toronto,+1 647-859-8998
469,469,Patois Toronto,Chinese,3.5,43.65202,-79.40816,794 Dundas Street W,Toronto,+1 647-350-8999
470,470,Alobar Yorkville,Bars,4.0,43.6699967,-79.3936512,57A-162 Cumberland Street,Toronto,+1 416-961-1222
471,471,Cabano's Comfort Food,Comfort Food,4.5,43.66767,-79.38642,75 Saint Nicholas Street,Toronto,
472,472,Yan Yu,Chinese,4.0,43.7713029,-79.3316635,237 Consumers Road,Toronto,+1 416-753-8838
473,473,Reverie at The Park,Cocktail Bars,4.5,43.65515,-79.41274,569 College Street,Toronto,+1 416-533-8841
474,474,Frankie's,Breakfast & Brunch,4.0,43.6445099,-79.41842,994 Queen Street W,Toronto,+1 416-588-1936
475,475,Founder,Cocktail Bars,4.5,43.6496799,-79.42543,1282 Dundas St. W,Toronto,+1 647-348-1282
476,476,La Carnita,Mexican,3.5,43.6475853662168,-79.3903893378564,106 John Street,Toronto,+1 647-348-1166
477,477,Sushi Avenue,Japanese,5.0,43.67481,-79.3969,150 Avenue Road,Toronto,+1 416-972-1888
478,478,PROJECT:FISH,Sushi Bars,4.0,43.7691830865363,-79.414129704237,16 Park Home Avenue,North York,+1 416-792-5250
479,479,The Keg Steakhouse + Bar,Steakhouses,4.0,43.64964,-79.38402,165 York Street,Toronto,+1 416-703-1773
480,480,Faim de Loup,French,5.0,43.65374,-79.42659,940 College Street,Toronto,+1 416-901-3246
481,481,Tasty's Caribbean Restaurant,Caribbean,4.5,43.6567777,-79.3992574,405 Spadina Avenue,Toronto,+1 416-916-7888
482,482,Xawaash,Middle Eastern,4.0,43.71548,-79.5931,130 Queens Plate Drive,Toronto,+1 416-747-7222
483,483,Sansotei Ramen,Ramen,4.0,43.655,-79.38643,179 Dundas Street W,Toronto,+1 647-748-3833
484,484,Athletes Kitchen,Food Delivery Services,5.0,43.6381851,-79.4177652,171 E Liberty Street,Toronto,+1 416-516-0101
485,485,Simone's Caribbean Restaurant,Caribbean,4.5,43.67884,-79.34654,596 Danforth Avenue,Toronto,+1 416-792-5252
486,486,Torch Pressed Sushi,Japanese,4.5,43.6659093206019,-79.3808230385184,507 Church St,Toronto,+1 416-929-0678
487,487,Pastiche,Cocktail Bars,5.0,43.64555,-79.4191,59 Ossington Ave,Toronto,+1 647-508-5959
488,488,My Roti Place,Indian,5.0,43.73146,-79.40411,3334 Yonge Street,Toronto,+1 416-489-7684
489,489,Chiado,Seafood,4.0,43.654186841827,-79.424246886555,864 College Street,Toronto,+1 416-538-1910
490,490,APRES,Wine Bars,4.5,43.6430235327158,-79.4253501362197,1166 Queen Street W,Toronto,+1 647-292-3317
491,491,Shi Miaodao Yunnan Rice Noodle,Noodles,4.0,43.6536,-79.39869,318 Spadina Avenue,Toronto,+1 416-792-8628
492,492,Flavours Of Sheba,Ethiopian,4.5,43.67703,-79.44849,1310 St Clair Avenue W,Toronto,+1 416-792-1449
493,493,Suliko Restaurant,Russian,4.0,43.7859117,-79.4828488,1311 Alness Street,Concord,+1 905-760-1989
494,494,The Annex Food Hall,Food Court,3.5,43.6662561448828,-79.4065094072386,384 Bloor Street W,Toronto,
495,495,Café Boulud,Cafes,3.5,43.6719213,-79.388922,60 Yorkville Avenue,Toronto,+1 416-963-6000
496,496,Thindi,Indian,5.0,43.65734,-79.38093,335 Yonge Street,Toronto,+1 416-931-6016
497,497,Montgomery's Restaurant,Canadian (New),4.5,43.6444199,-79.41844,996 Queen Street W,Toronto,+1 647-748-4416
498,498,Terroni,Italian,3.0,43.6800112830789,-79.3905191478574,1095 Yonge Street,Toronto,+1 416-925-4020
499,499,Victor,American (Traditional),4.0,43.645905,-79.391166,30 Mercer St,Toronto,+1 416-883-3431
500,500,The Ritz-Carlton Toronto,Hotels,4.0,43.6453482728907,-79.3869441747665,181 Wellington Street W,Toronto,+1 416-585-2500
501,501,After Dark,Asian Fusion,5.0,43.64569,-79.4104,859 Queen St W,Toronto,+1 416-317-8829
502,502,Akira Back,Japanese,4.0,43.64541,-79.3923,80 Blue Jays Way,Toronto,+1 437-800-5967
503,503,Epicure City BOM,Korean,4.0,43.65854,-79.3852,72 Gerrard Street W,Toronto,+1 416-971-5882
504,504,Lucia,Italian,3.5,43.66494,-79.45418,1595 Dupont Street,Toronto,+1 416-901-4533
505,505,Home Smith Bar,Bars,4.0,43.650908910338,-79.492893476634,21 Old Mill Road,Toronto,+1 416-236-2641
506,506,Soco Kitchen and Bar,Bars,3.5,43.6426531322953,-79.3838465349876,75 Lower Simcoe Street,Toronto,+1 416-637-5465
507,507,Chamsine,Middle Eastern,5.0,43.6544,-79.36919,235 Queen Street E,Toronto,
508,508,Insadong,Korean,4.5,43.6480451,-79.5291757,4941 Dundas Street W,Toronto,+1 416-746-0777
509,509,Rasta Pasta,Caribbean,4.0,43.6542328627147,-79.4004420356637,61 Kensington Avenue,Toronto,+1 647-501-4505
510,510,Chica's Nashville Hot Chicken,Chicken Shop,4.5,43.66518,-79.46423,2853 Dundas Street W,Toronto,+1 647-343-6562
511,511,Matha Roti - East Indian Cuisine,Indian,4.5,43.66209,-79.40613,141 Harbord Street,Toronto,+1 416-966-6955
512,512,Mi Taco Taqueria,Mexican,4.0,43.65026,-79.38865,247 Queen Street W,Toronto,+1 647-352-8226
513,513,Capocaccia Trattoria,Pizza,3.5,43.6858784,-79.393189,1366 Yonge Street,Toronto,+1 416-921-3141
514,514,Scaddabush Italian Kitchen & Bar,Wine Bars,3.5,43.659095,-79.382915,382 Yonge Street,Toronto,+1 416-597-8838
515,515,Spicy Incredibowl,Chinese,4.0,43.65701,-79.39931,415 Spadina Ave,Toronto,
516,516,Nakamori,Japanese,4.0,43.73692,-79.24466,2803 Eglinton Avenue E,Toronto,+1 416-265-7111
517,517,Pujukan Authentic Korean BBQ,Korean,3.5,43.76262,-79.41152,4852 Yonge Street,Toronto,+1 416-840-0589
518,518,The Anndore House,Hotels,4.5,43.66858,-79.38537,15 Charles Street E,Toronto,+1 833-745-8370
519,519,Nana,Thai,3.5,43.6462178971393,-79.4080042323735,785 Queen Street W,Toronto,+1 647-352-5745
520,520,Sassafraz,French,3.5,43.6702957,-79.3910686,100 Cumberland Street,Toronto,+1 416-964-2222
521,521,The Dime,Bars,3.5,43.6476526616345,-79.4026391208172,538 Queen Street West,Toronto,+1 647-348-9080
522,522,MamaDon,Japanese,4.5,43.66484,-79.41336,606 Bloor Street W,Toronto,
523,523,Emma's Country Kitchen,Breakfast & Brunch,4.0,43.68103,-79.4303599,810 Saint Clair Avenue W,Toronto,+1 416-652-3662
524,524,Dönerland,Halal,4.5,43.6457334350956,-79.4486947578932,217 Roncesvalles Avenue,Toronto,+1 416-546-8066
525,525,Ricarda's,Mediterranean,4.0,43.6484621,-79.3936807,134 Peter Street,Toronto,+1 416-304-9134
526,526,Little Bourbon House,Cajun/Creole,4.5,43.71842,-79.25071,3655 St Clair Avenue E,Toronto,+1 416-536-1806
527,527,Yeon,Korean,5.0,43.64838,-79.39734,465 Queen Street W,Toronto,
528,528,Local 1794,Canadian (New),4.0,43.68459,-79.31881,1794 Danforth Avenue,Toronto,+1 416-463-1794
529,529,El Venezolano,Venezuelan,4.5,43.6798013667387,-79.3411719426513,818 Danforth Ave,Toronto,+1 647-703-4107
530,530,Fusaro's,Italian,4.0,43.65341,-79.36956,294 Richmond Street E,Toronto,+1 647-347-3309
531,531,Banh Mi Boys,Vietnamese,4.5,43.64884,-79.39695,392 Queen Street W,Toronto,+1 416-363-0588
532,532,Skippa,Japanese,4.0,43.6587414936163,-79.422841559936,379 Harbord Street,Toronto,+1 416-535-8181
533,533,Four Seasons Toronto,Hotels,4.5,43.6718235014363,-79.3897868908398,60 Yorkville Avenue,Toronto,+1 416-964-0411
534,534,Tachi,Sushi Bars,4.5,43.6502911,-79.3839517,Assembly Chef's Hall,Toronto,
535,535,Uncle Tony's,Italian,4.0,43.6486015,-79.3749695,38 Wellington Street E,Toronto,+1 416-868-9564
536,536,Himalayan Kitchen,Indian,4.5,43.6403,-79.43889,1526 Queen Street W,Toronto,+1 416-536-4138
537,537,Meat Point,Turkish,4.5,43.72768,-79.47869,1021 Wilson Ave,Toronto,+1 416-638-6721
538,538,Plan B,South African,4.5,43.64801,-79.50749,2943A Bloor Street W,Toronto,+1 416-231-4444
539,539,Sakawa Coffee & Japanese Restaurant,Japanese,4.5,43.67971,-79.33964,867 Danforth Ave,Toronto,
540,540,Barans Turkish Cuisine & Bar,Turkish,4.0,43.7292880867379,-79.2807260155678,2043 Eglinton Avenue E,Toronto,+1 416-750-4545
541,541,St Clair Banh Cuon Pho Ga,Vietnamese,4.0,43.67416,-79.46132,1772 Saint Clair Avenue W,Toronto,+1 416-651-3771
542,542,Barrio Coreano,Korean,3.5,43.6645245,-79.4150668,642 Bloor Street W,Toronto,+1 416-901-5188
543,543,The Queen And Beaver Public House,Pubs,4.0,43.65734,-79.38334,35 Elm Street,Toronto,+1 647-347-2712
544,544,The Rustic Social House,Cocktail Bars,4.0,43.6300462551408,-79.4765980559753,2083 Lake Shore Blvd W,Toronto,+1 416-251-5100
545,545,Niuda Hand-Pulled Noodles,Chinese,4.0,43.65061,-79.38908,204 Queen St W,Toronto,+1 416-599-6666
546,546,Shangrila Tibetan & Asian Cuisine,Himalayan/Nepalese,4.0,43.6397400555351,-79.4415438622399,1600 Queen Street W,Toronto,+1 416-588-1100
547,547,Yukashi Japanese Cuisine,Japanese,4.5,43.7049499,-79.3884999,643A Mount Pleasant Road,Toronto,+1 416-489-6993
548,548,La Sala Restaurant,Italian,4.0,43.6697445896967,-79.3006072193384,1975a Queen Street E,Toronto,+1 416-694-0004
549,549,Budapest Restaurant,Hungarian,5.0,43.69676,-79.44651,1708 Eglinton Avenue W,Toronto,+1 416-551-5881
550,550,Harmoney Chinese Restaurant,Chinese,4.0,43.65341,-79.39699,478 Dundas Street W,Toronto,+1 416-729-9788
551,551,The House On Parliament,British,4.0,43.66359,-79.36794,454 Parliament Street,Toronto,+1 416-925-4074
552,552,The Keg Steakhouse + Bar - Mansion,Steakhouses,4.0,43.66683,-79.37788,515 Jarvis Street,Toronto,+1 416-964-6609
553,553,Harbour 60,Steakhouses,4.0,43.642105,-79.378455,60 Harbour Street,Toronto,+1 416-777-2111
554,554,Nest,Dance Clubs,3.0,43.6564373,-79.4071046,423 College Street,Toronto,+1 416-792-9488
555,555,White Brick Kitchen,Breakfast & Brunch,4.0,43.6641761663864,-79.414961199638,641 Bloor Street W,Toronto,+1 647-347-9188
556,556,Sheherzade Persian Grill And Dizi,Persian/Iranian,4.0,43.65689,-79.40698,422 College St W,Toronto,+1 416-929-9222
557,557,Prohibition Gastrohouse - Queen,Bars,3.5,43.65894,-79.35041,696 Queen Street E,Toronto,+1 416-406-2669
558,558,Egg Bae,Breakfast & Brunch,4.0,43.653418218123,-79.4014396490667,189 Augusta Avenue,Toronto,
559,559,The Drake Underground,Lounges,4.0,43.64328,-79.42459,1150 Queen St W,Toronto,+1 416-531-5042
560,560,Konjiki Ramen Downtown,Ramen,4.0,43.65729,-79.38358,41 Elm Street,Toronto,+1 416-519-6794
561,561,Rickshaw Bar,Tapas/Small Plates,4.0,43.64678,-79.4049299,685 Queen Street W,Toronto,+1 647-352-1227
562,562,Carmen,Spanish,4.0,43.6448801059488,-79.4158409535885,922 Queen Street W,Toronto,+1 416-535-0404
563,563,Zen Sanuki Udon,Japanese,3.5,43.81547,-79.29343,3720 Midland Ave,Toronto,+1 416-881-8899
564,564,Dumpling House Restaurant,Chinese,3.5,43.65378,-79.3987,328 Spadina Avenue,Toronto,+1 416-596-8898
565,565,Imanishi Japanese Kitchen,Japanese,4.0,43.64969,-79.42657,1330 Dundas Street W,Toronto,+1 416-706-4225
566,566,Sofia,Italian,3.0,43.67076,-79.39183,99 Yorkville Ave,Toronto,+1 416-479-8974
567,567,La Cubana,Cuban,3.5,43.65087,-79.45106,392 Roncesvalles Avenue,Toronto,+1 416-538-7500
568,568,Kit Kat Italian Bar & Grill,Italian,4.0,43.64634,-79.3901,297 King Street W,Toronto,+1 416-977-4461
569,569,DUNK Burgers and Chocolate,Burgers,4.5,43.64651,-79.40821,696 Queen Street W,Toronto,+1 289-521-3865
570,570,Rio 40 Restaurant,Brazilian,4.0,43.67747,-79.44643,1256 Saint Clair Avenue West,Toronto,+1 416-654-6363
571,571,Grand Cru Deli,Wine Bars,4.5,43.64907,-79.39168,304 Richmond St W,Toronto,+1 416-551-9221
572,572,Mapo Gamjatang,Korean,4.0,43.7641849235097,-79.4120768085122,4916 Yonge St,Toronto,+1 416-225-4343
573,573,Decó,Wine Bars,4.5,43.6655233977892,-79.4639609081577,2840 Dundas Street W,Toronto,+1 416-761-0005
574,574,Country Style Hungarian Restaurant,Hungarian,3.5,43.66579,-79.409,450 Bloor Street W,Toronto,+1 416-536-5966
575,575,Hyatt Regency Toronto,Hotels,3.5,43.6464799,-79.39171,370 King Street West,Toronto,+1 416-343-1234
576,576,Selam Vegan,Ethiopian,5.0,43.6627952,-79.4227388,812B Bloor Street W,Toronto,+1 647-344-7225
577,577,Bach Yen,Thai,4.0,43.66684,-79.34756,738 Gerrard Street E,Toronto,+1 647-347-8160
578,578,Grand Electric,Bars,3.5,43.6416745,-79.4316079,1330 Queen Street W,Toronto,+1 416-627-3459
579,579,Efes Kebab House,Kebab,4.5,43.680413,-79.3384151,940 Danforth Avenue,Toronto,+1 647-340-3337
580,580,Communist's Daughter,Bars,4.0,43.6492099,-79.42103,1149 Dundas Street W,Toronto,+1 647-435-0103
581,581,Maracas,Caribbean,4.5,43.6534230140427,-79.4015572642975,181 Augusta Ave,Toronto,+1 416-260-0000
582,582,Kellys Landing,Sports Bars,3.5,43.6448899,-79.38305,123 Front Street W,Toronto,+1 647-776-1133
583,583,Cactus Club Cafe,Cocktail Bars,4.0,43.6129439367706,-79.5599403108673,25 The West Mall,Toronto,+1 416-621-0203
584,584,Holy Cow Steakhouse,Steakhouses,3.5,43.6498576594063,-79.3913725018501,254 Queen Street  W,Toronto,+1 416-792-8269
585,585,Sukho Thai,Thai,3.5,43.6485607,-79.3745641,52 Wellington Street E,Toronto,+1 647-351-4612
586,586,By Chloe,Burgers,3.5,43.725462,-79.451437,3401 Dufferin Street,Toronto,+1 416-789-3261
587,587,The Bartending School of Ontario,Bartending Schools,5.0,43.68589,-79.31078,2159 Danforth Avenue,Toronto,+1 416-466-7847
588,588,STK Toronto,Steakhouses,3.0,43.6703376703389,-79.3942644296936,153 Yorkville Ave,Toronto,+1 416-613-9660
589,589,Goa Kitchen,Indian,4.0,43.768352,-79.386449,2901 Bayview Avenue,Toronto,+1 647-352-1661
590,590,Bistro Camino,French,4.5,43.68934,-79.29744,2750 Danforth Avenue,Toronto,+1 416-698-0283
591,591,Good Hombres,Mexican,4.5,43.65326,-79.40675,374 Bathurst Street,Toronto,+1 416-862-0425
592,592,El Tenedor,Spanish,5.0,43.67512,-79.38837,909 Yonge St,Toronto,+1 416-923-8888
593,593,Corks,Tapas/Small Plates,4.0,43.64234,-79.38083,15 York Street,Toronto,+1 416-366-1717
594,594,Darbar Persian Grill,Persian/Iranian,3.5,43.7355,-79.419651,2015 Avenue Road,Toronto,+1 416-519-4545
595,595,Akai Sushi,Japanese,4.0,43.66259,-79.40505,168 Major Street,Toronto,+1 647-340-3558
596,596,North Of Brooklyn,Pizza,4.5,43.66928,-79.43913,229 Geary Avenue,Toronto,+1 647-929-9500
597,597,Chopsticks+Forks,Food Tours,5.0,43.6487,-79.38545,"Toronto, ON",Toronto,+1 888-683-6778
598,598,ZIBA Berlin Döner,Kebab,4.0,43.66651,-79.31692,1608 Queen Street E,Toronto,+1 416-466-2422
599,599,Skyline Restaurant,Bars,4.0,43.64109,-79.4351499,1426 Queen Street W,Toronto,+1 416-536-3682
600,600,Anestis Taverna,Greek,4.0,43.67843,-79.34821,526 Danforth Avenue,Toronto,+1 416-461-1996
601,601,The Manna,Korean,4.5,43.6638499,-79.41828,726 Bloor Street,Toronto,+1 416-534-5441
602,602,Bagnet Bros,Filipino,4.0,43.7292,-79.43229,3522 Bathurst St,Toronto,+1 416-256-9555
603,603,Three Brothers Restaurant,Mediterranean,4.5,43.6270902973831,-79.4986541569233,657 The Queensway,Etobicoke,+1 416-253-8809
604,604,Quanto Basta,Italian,3.5,43.67874,-79.39051,1112 Yonge Street,Toronto,+1 416-962-3141
605,605,Lucky Shrike,Dive Bars,4.5,43.65171,-79.41034,850 Dundas Street,Toronto,+1 416-815-7777
606,606,Katsuya,Japanese,4.0,43.787399,-79.2670943,4447 Sheppard Ave E,Toronto,+1 416-293-4449
607,607,RYUS Noodle Bar,Ramen,4.0,43.6771,-79.35905,786 Broadview Avenue,Toronto,+1 647-344-9306
608,608,Casa Di Giorgios,Italian,4.0,43.6668499,-79.31518,1646 Queen St E,Toronto,+1 416-686-7066
609,609,The Wren,Bars,4.0,43.6824096,-79.3280496,1382 Danforth Avenue,Toronto,+1 647-748-1382
610,610,Buono,Italian,4.0,43.64925,-79.39545,354 Queen Street W,Toronto,+1 416-205-1001
611,611,Baro,Cocktail Bars,3.5,43.644906,-79.39694,485 King Street W,Toronto,+1 416-363-8388
612,612,The Old Spaghetti Factory,Italian,3.0,43.6469106,-79.3743409,54 The Esplanade,Toronto,+1 416-864-9761
613,613,Mexico Lindo,Mexican,4.0,43.706473,-79.3756,1618 Bayview Ave,Toronto,+1 647-436-4340
614,614,Bannock,Canadian (New),3.5,43.65177,-79.3810699,401 Bay Street,Toronto,+1 416-861-6996
615,615,Comal y Canela,Mexican,5.0,43.70326,-79.50419,1692B Jane Street,North York,+1 647-689-4694
616,616,La Cubana,Cuban,4.0,43.66904,-79.33715,1030 Gerrard St E,Toronto,+1 647-350-5355
617,617,TORCH Pressed Sushi,Japanese,4.0,43.7894818475359,-79.4181949272752,6026 Yonge St,Toronto,+1 416-733-8338
618,618,Beijing Hot Pot Restaurant,Hot Pot,4.0,43.7739998,-79.3411815,107 Parkway Forest Drive,Toronto,+1 647-342-2028
619,619,Masaki Saito,Japanese,3.5,43.67224,-79.39586,88 Avenue Road,Toronto,+1 416-924-0888
620,620,Salumi Bar,Tapas/Small Plates,5.0,43.65513,-79.41356,593 College Street,Toronto,+1 416-533-0162
621,621,Bang Bang Ice Cream and Bakery,Desserts,4.0,43.6462863,-79.4194744,93a Ossington Avenue,Toronto,+1 647-348-1900
622,622,Michael's on Simcoe,Steakhouses,4.0,43.6481895,-79.3867188,100 Simcoe Street,Toronto,+1 416-260-5100
623,623,Mabu Generation,Taiwanese,4.5,43.6650956222266,-79.3848299235106,575 Yonge Street,Toronto,+1 416-901-8183
624,624,Brasil Stone Grill,Brazilian,5.0,43.6933719,-79.4613295,2184 Eglinton Ave W,Toronto,+1 647-345-0222
625,625,Prague Restaurant,Czech,3.5,43.7543409,-79.2160007,450 Scarborough Golf Club Road,Toronto,+1 416-289-0283
626,626,Rol San,Dim Sum,3.0,43.6543527996563,-79.3983133882284,323 Spadina Avenue,Toronto,+1 416-977-1128
627,627,Barista & Chef,Mediterranean,4.5,43.6794533,-79.4374528,1006 Saint Clair Avenue W,Toronto,+1 647-344-1216
628,628,Farm'r Eatery & Catering,Canadian (New),4.5,43.64856,-79.37026,140 The Esplanade,Toronto,+1 416-901-8676
629,629,Pizzeria Libretto,Pizza,4.0,43.64432,-79.39874,545 King Street W,Toronto,+1 647-352-1200
630,630,Sorrel,Mediterranean,3.5,43.6802406,-79.3911819,1158 Yonge Street,Toronto,+1 416-926-1010
631,631,Zee Grill Seafood Restaurant & Oyster Bar,Seafood,4.0,43.70491,-79.38851,641 Mount Pleasant Road,Toronto,+1 416-484-6428
632,632,European Hotel & Restaurant Imports,Wholesale Stores,5.0,43.66727,-79.41231,880 Bathurst Street,Toronto,+1 416-253-9449
633,633,Hotmess Tex Mex,Tex-Mex,4.0,43.65491,-79.4145999,615 College Street W,Toronto,+1 416-551-1322
634,634,Boardwalk Place,Pubs,2.5,43.6630096,-79.3108978,1675 Lake Shore Boulevard E,Toronto,+1 416-694-8844
635,635,Otto's Berlin Döner,German,4.0,43.6563397,-79.4029066,256 Augusta Avenue,Toronto,+1 647-347-7713
636,636,El Pocho Antojitos Bar,Bars,4.5,43.66963,-79.41338,2 Follis Avenue,Toronto,+1 647-794-7115
637,637,Chef Gourmet,Turkish,5.0,43.66531,-79.38099,542 Church Street,Toronto,+1 647-341-2433
638,638,Makkal Chon,Korean,4.0,43.7447,-79.29678,1979 Lawrence Avenue E,Toronto,+1 416-757-3945
639,639,Good Taste Casserole Rice,Cantonese,5.0,43.81506,-79.3218,325 Bamburgh Cir,Toronto,+1 416-546-3388
640,640,Ilhas De Bruma,Seafood,3.5,43.652334,-79.433657,1136 College Street W,Toronto,+1 416-538-2015
641,641,Bangarang,Bars,4.5,43.65589,-79.41199,552 College Street,Toronto,
642,642,Kub Khao Thai Eatery,Thai,4.0,43.7802225147531,-79.2998219175943,3561 Sheppard E,Toronto,+1 416-297-8888
643,643,The Green Wood,Breakfast & Brunch,4.0,43.66487,-79.32425,1402 Queen Street E,Toronto,+1 416-778-4343
644,644,Palace Restaurant,Greek,4.5,43.67983,-79.34545,722 Pape Avenue,Toronto,+1 416-462-1166
645,645,Pasta Pronta,Italian,4.0,43.6563212885996,-79.388174302876,525 University Avenue,Toronto,+1 647-748-3635
646,646,Playa Cabana Cantina,Mexican,3.5,43.66522,-79.46552,2883 Dundas Street W,Toronto,+1 647-352-7767
647,647,Karahi Boys,Pakistani,4.0,43.74385,-79.29975,1921 Lawrence Avenue E,Toronto,+1 416-901-8727
648,648,Kekou Gelato,Ice Cream & Frozen Yogurt,4.5,43.64879,-79.39702,394 Queen Street W,Toronto,+1 416-516-0637
649,649,Goods & Provisions,Bars,4.0,43.66233,-79.33515,1124 Queen Street E,Toronto,+1 647-340-1738
650,650,TAO Northern Chinese Cuisine,Chinese,3.5,43.7125483505075,-79.3645555214343,220 Laird Drive,Toronto,+1 416-421-3888
651,651,Sud Forno,Bakeries,3.5,43.650916340102,-79.3787852302194,132 Yonge Street,Toronto,+1 416-955-1100
652,652,Nomé Izakaya - Shops at Don Mills,Sushi Bars,4.0,43.73356,-79.3447599,4 O'Neill Road,Toronto,+1 647-973-7937
653,653,Momofuku Noodle Bar,Ramen,3.0,43.649678,-79.386275,190 University Avenue,Toronto,+1 647-253-6225
654,654,The Goose & Firkin,Pubs,3.5,43.756145169209,-79.360160543425,1875 Leslie Street,North York,+1 416-383-1200
655,714,The Real Jerk,Caribbean,3.5,43.66781,-79.34327,842 Gerrard Street E,Toronto,+1 416-463-6055
656,655,Scaddabush Italian Kitchen & Bar,Italian,3.5,43.6449,-79.38549,200 Front Street W.,Toronto,+1 416-979-3665
657,656,The Beech Tree,Wine Bars,4.0,43.6803871,-79.2888628,924 Kingston Road,Toronto,+1 416-699-4444
658,657,The Monkey Bar,Canadian (New),4.0,43.73149,-79.40346,3353 Yonge Street,Toronto,+1 416-486-2288
659,658,Tabule Restaurant,Middle Eastern,4.0,43.700983,-79.396863,2009 Yonge Street,Toronto,+1 416-483-3747
660,659,PHO OK,Vietnamese,4.5,43.75793,-79.4105,4664 Yonge Street,Toronto,+1 416-222-2668
661,660,Tenoch Restaurant,Mexican,3.5,43.67944,-79.43508,933 Saint Clair Avenue W,Toronto,+1 647-345-0165
662,661,Liuyishou Hotpot Downtown Toronto,Hot Pot,4.0,43.65169,-79.39796,254 Spadina Avenue,Toronto,+1 416-777-1682
663,662,Pho Linh,Vietnamese,4.0,43.65241,-79.43411,1156 College Street W,Toronto,+1 416-516-3891
664,663,EAT BKK Thai Kitchen Leslieville,Thai,4.0,43.6605957,-79.3429889,898 Queen Street E,Toronto,+1 416-466-4644
665,664,La Carnita,Mexican,3.5,43.6596718,-79.3473892,780 Queen Street E,Toronto,+1 647-344-0780
666,665,Konjiki Ramen,Ramen,4.0,43.76719,-79.41198,5051 Yonge Street,Toronto,+1 647-350-7766
667,666,SoSo Food Club,Chinese,3.5,43.64951,-79.42162,1166 Dundas Street W,Toronto,+1 416-519-6661
668,667,Marcello’s pizzeria,Pizza,4.0,43.67783,-79.4425399,1163 Saint Clair Avenue W,Toronto,+1 416-656-6159
669,668,Dakgogi,Korean,3.0,43.66489,-79.38314,25 Wellesley Street E,Toronto,+1 647-350-1999
670,669,Francobollo Posto Italino,Italian,4.0,43.734442,-79.419466,1959 Avenue Road,Toronto,+1 416-481-3888
671,670,Tsujiri,Desserts,4.0,43.7642856511625,-79.4115551188588,4909 Yonge Street,Toronto,+1 647-341-6622
672,671,The Ellery,Breakfast & Brunch,4.5,43.68494,-79.31719,1870 Danforth Avenue,Toronto,+1 416-422-1870
673,672,The Shore Club - Toronto,Seafood,4.0,43.6456057670746,-79.3865740299225,155 Wellington Street W,Toronto,+1 416-351-3311
674,673,Garleek Kitchen,Asian Fusion,4.5,43.64046,-79.43811,1500 Queen Street W,Toronto,+1 416-551-0929
675,674,The Emmet Ray,Jazz & Blues,4.0,43.65393,-79.42571,924 College Street,Toronto,+1 416-792-4497
676,675,Ramen Isshin,Ramen,4.5,43.64731,-79.40233,609 Queen Street W,Toronto,+1 647-368-4013
677,676,Barnsteiner's,Modern European,3.5,43.68554,-79.3933799,1 Balmoral Avenue,Toronto,+1 416-515-0551
678,677,Hidden Burger,Burgers,4.0,43.6465208,-79.3778797,22 Front Street W,Toronto,+1 416-362-7585
679,678,Lai Wah Heen,Dim Sum,3.5,43.6546713,-79.386172,108 Chestnut Street,Toronto,+1 416-977-9899
680,679,Taqueria Gus,Mexican,4.5,43.65437,-79.40161,225 Augusta Avenue,Toronto,
681,680,Rudy,Burgers,4.0,43.65489,-79.41474,619 College Street,Toronto,+1 647-748-7839
682,681,The Captain's Boil,Seafood,3.5,43.66237,-79.38378,476 Yonge St,Toronto,+1 647-748-2886
683,682,Taste of Toronto,Festivals,3.5,43.638832,-79.4003064,250 Fort York Boulevard,Toronto,+1 647-478-9909
684,683,Snow Time,Desserts,4.0,43.8062607389319,-79.2892820565678,3290 Midland Avenue,Toronto,+1 647-560-6417
685,684,Mapo Korean BBQ,Barbeque,3.5,43.66411,-79.41674,680 Bloor St W，Toronto,Toronto,+1 647-797-7708
686,685,Kiyo,Japanese,4.5,43.680565,-79.4175732,1384 Bathurst Street,Toronto,+1 416-519-0234
687,686,Dimmi Bar & Trattoria,Italian,3.5,43.67017,-79.3927,140 Cumberland St,Toronto,+1 416-975-1100
688,687,One2 Snacks,Malaysian,4.5,43.7871904907403,-79.2766229063272,8 Glen Watford Drive,Toronto,+1 647-340-7099
689,688,RH Toronto Courtyard Café,Breakfast & Brunch,4.0,43.7248736,-79.4555364,3401 Dufferin Street,Toronto,+1 416-322-9422
